Energy,Counts
2.37587,115
2.38068,130
2.38549,110
2.39031,112
2.39512,124
2.39993,123
2.40474,110
2.40955,110
2.41436,121
2.41917,114
2.42398,115
2.42879,98
2.4336,123
2.43841,117
2.44322,128
2.44803,127
2.45284,104
2.45766,134
2.46247,113
2.46728,106
2.47209,107
2.4769,119
2.48171,103
2.48652,117
2.49133,106
2.49614,105
2.50095,102
2.50576,104
2.51057,103
2.51538,115
2.5202,127
2.52501,104
2.52982,113
2.53463,123
2.53944,110
2.54425,120
2.54906,131
2.55387,115
2.55868,104
2.56349,123
2.5683,106
2.57311,108
2.57792,126
2.58274,100
2.58755,115
2.59236,123
2.59717,103
2.60198,107
2.60679,104
2.6116,96
2.61641,113
2.62122,114
2.62603,110
2.63084,104
2.63565,111
2.64046,124
2.64527,120
2.65009,129
2.6549,117
2.65971,109
2.66452,104
2.66933,98
2.67414,111
2.67895,122
2.68376,111
2.68857,125
2.69338,121
2.69819,113
2.703,107
2.70781,105
2.71263,105
2.71744,122
2.72225,102
2.72706,101
2.73187,100
2.73668,104
2.74149,132
2.7463,117
2.75111,112
2.75592,122
2.76073,113
2.76554,109
2.77035,89
2.77516,110
2.77998,94
2.78479,111
2.7896,124
2.79441,113
2.79922,113
2.80403,116
2.80884,109
2.81365,111
2.81846,101
2.82327,125
2.82808,99
2.83289,122
2.8377,115
2.84252,131
2.84733,111
2.85214,126
2.85695,97
2.86176,102
2.86657,99
2.87138,111
2.87619,90
2.881,124
2.88581,106
2.89062,106
2.89543,129
2.90024,128
2.90506,123
2.90987,105
2.91468,102
2.91949,108
2.9243,104
2.92911,120
2.93392,126
2.93873,104
2.94354,105
2.94835,122
2.95316,112
2.95797,107
2.96278,110
2.96759,116
2.97241,105
2.97722,98
2.98203,119
2.98684,114
2.99165,108
2.99646,112
3.00127,108
3.00608,110
3.01089,132
3.0157,127
3.02051,120
3.02532,126
3.03013,123
3.03495,102
3.03976,123
3.04457,95
3.04938,115
3.05419,100
3.059,120
3.06381,92
3.06862,109
3.07343,107
3.07824,102
3.08305,123
3.08786,100
3.09267,123
3.09748,101
3.1023,102
3.10711,110
3.11192,96
3.11673,107
3.12154,106
3.12635,106
3.13116,102
3.13597,120
3.14078,90
3.14559,111
3.1504,95
3.15521,102
3.16002,105
3.16484,115
3.16965,95
3.17446,101
3.17927,109
3.18408,112
3.18889,116
3.1937,123
3.19851,102
3.20332,122
3.20813,110
3.21294,103
3.21775,107
3.22256,101
3.22737,125
3.23219,106
3.237,122
3.24181,113
3.24662,112
3.25143,104
3.25624,135
3.26105,111
3.26586,114
3.27067,123
3.27548,129
3.28029,107
3.2851,107
3.28991,130
3.29473,115
3.29954,121
3.30435,119
3.30916,109
3.31397,98
3.31878,134
3.32359,112
3.3284,96
3.33321,101
3.33802,112
3.34283,113
3.34764,89
3.35245,127
3.35726,113
3.36208,101
3.36689,128
3.3717,121
3.37651,104
3.38132,120
3.38613,97
3.39094,99
3.39575,112
3.40056,111
3.40537,92
3.41018,127
3.41499,128
3.4198,107
3.42462,101
3.42943,98
3.43424,110
3.43905,88
3.44386,107
3.44867,106
3.45348,107
3.45829,93
3.4631,108
3.46791,106
3.47272,114
3.47753,107
3.48234,108
3.48715,104
3.49197,121
3.49678,113
3.50159,91
3.5064,97
3.51121,104
3.51602,114
3.52083,113
3.52564,107
3.53045,110
3.53526,115
3.54007,105
3.54488,103
3.54969,119
3.55451,110
3.55932,105
3.56413,112
3.56894,99
3.57375,101
3.57856,102
3.58337,116
3.58818,129
3.59299,104
3.5978,119
3.60261,133
3.60742,92
3.61223,116
3.61705,102
3.62186,118
3.62667,111
3.63148,111
3.63629,95
3.6411,112
3.64591,109
3.65072,116
3.65553,104
3.66034,110
3.66515,108
3.66996,114
3.67477,114
3.67958,101
3.6844,104
3.68921,90
3.69402,106
3.69883,103
3.70364,102
3.70845,101
3.71326,122
3.71807,112
3.72288,113
3.72769,100
3.7325,109
3.73731,120
3.74212,109
3.74694,125
3.75175,140
3.75656,88
3.76137,118
3.76618,112
3.77099,124
3.7758,107
3.78061,118
3.78542,109
3.79023,97
3.79504,114
3.79985,99
3.80466,120
3.80947,111
3.81429,102
3.8191,112
3.82391,104
3.82872,88
3.83353,116
3.83834,134
3.84315,109
3.84796,128
3.85277,104
3.85758,107
3.86239,129
3.8672,125
3.87201,120
3.87683,106
3.88164,102
3.88645,131
3.89126,111
3.89607,99
3.90088,102
3.90569,118
3.9105,105
3.91531,106
3.92012,121
3.92493,107
3.92974,104
3.93455,102
3.93937,92
3.94418,108
3.94899,103
3.9538,120
3.95861,117
3.96342,105
3.96823,99
3.97304,110
3.97785,113
3.98266,122
3.98747,118
3.99228,98
3.99709,117
4.0019,103
4.00672,124
4.01153,108
4.01634,85
4.02115,113
4.02596,116
4.03077,114
4.03558,94
4.04039,109
4.0452,121
4.05001,114
4.05482,105
4.05963,116
4.06444,103
4.06926,106
4.07407,100
4.07888,93
4.08369,100
4.0885,102
4.09331,119
4.09812,108
4.10293,113
4.10774,115
4.11255,119
4.11736,109
4.12217,112
4.12698,129
4.13179,87
4.13661,107
4.14142,121
4.14623,117
4.15104,108
4.15585,117
4.16066,93
4.16547,107
4.17028,124
4.17509,111
4.1799,110
4.18471,90
4.18952,120
4.19433,99
4.19915,120
4.20396,125
4.20877,103
4.21358,112
4.21839,97
4.2232,120
4.22801,95
4.23282,119
4.23763,101
4.24244,118
4.24725,108
4.25206,104
4.25687,110
4.26168,118
4.2665,124
4.27131,113
4.27612,124
4.28093,109
4.28574,84
4.29055,95
4.29536,108
4.30017,113
4.30498,116
4.30979,104
4.3146,101
4.31941,102
4.32422,117
4.32904,113
4.33385,135
4.33866,122
4.34347,109
4.34828,95
4.35309,121
4.3579,98
4.36271,115
4.36752,112
4.37233,99
4.37714,118
4.38195,108
4.38676,106
4.39157,76
4.39639,101
4.4012,108
4.40601,107
4.41082,123
4.41563,116
4.42044,108
4.42525,107
4.43006,89
4.43487,96
4.43968,127
4.44449,103
4.4493,110
4.45411,94
4.45893,92
4.46374,115
4.46855,107
4.47336,116
4.47817,121
4.48298,96
4.48779,105
4.4926,113
4.49741,112
4.50222,93
4.50703,86
4.51184,96
4.51665,99
4.52147,118
4.52628,120
4.53109,99
4.5359,109
4.54071,99
4.54552,102
4.55033,111
4.55514,114
4.55995,95
4.56476,97
4.56957,109
4.57438,99
4.57919,99
4.584,122
4.58882,98
4.59363,104
4.59844,109
4.60325,117
4.60806,114
4.61287,93
4.61768,94
4.62249,118
4.6273,101
4.63211,115
4.63692,104
4.64173,97
4.64654,111
4.65136,101
4.65617,115
4.66098,121
4.66579,109
4.6706,104
4.67541,123
4.68022,94
4.68503,94
4.68984,92
4.69465,111
4.69946,118
4.70427,110
4.70908,95
4.71389,100
4.71871,108
4.72352,105
4.72833,99
4.73314,88
4.73795,96
4.74276,116
4.74757,104
4.75238,108
4.75719,102
4.762,111
4.76681,113
4.77162,100
4.77643,112
4.78125,87
4.78606,108
4.79087,112
4.79568,97
4.80049,113
4.8053,112
4.81011,114
4.81492,118
4.81973,97
4.82454,125
4.82935,103
4.83416,97
4.83897,89
4.84379,107
4.8486,127
4.85341,117
4.85822,105
4.86303,93
4.86784,101
4.87265,109
4.87746,110
4.88227,105
4.88708,103
4.89189,104
4.8967,109
4.90151,101
4.90632,120
4.91114,108
4.91595,100
4.92076,101
4.92557,108
4.93038,110
4.93519,100
4.94,102
4.94481,110
4.94962,102
4.95443,114
4.95924,114
4.96405,105
4.96886,111
4.97368,108
4.97849,107
4.9833,108
4.98811,105
4.99292,96
4.99773,103
5.00254,125
5.00735,123
5.01216,107
5.01697,101
5.02178,99
5.02659,98
5.0314,97
5.03621,112
5.04103,97
5.04584,97
5.05065,85
5.05546,111
5.06027,124
5.06508,104
5.06989,103
5.0747,94
5.07951,109
5.08432,93
5.08913,106
5.09394,95
5.09875,107
5.10357,102
5.10838,130
5.11319,104
5.118,115
5.12281,103
5.12762,93
5.13243,96
5.13724,83
5.14205,95
5.14686,109
5.15167,116
5.15648,112
5.16129,112
5.1661,106
5.17092,130
5.17573,119
5.18054,127
5.18535,140
5.19016,142
5.19497,143
5.19978,173
5.20459,160
5.2094,200
5.21421,185
5.21902,196
5.22383,234
5.22864,242
5.23346,258
5.23827,267
5.24308,327
5.24789,341
5.2527,344
5.25751,426
5.26232,411
5.26713,449
5.27194,513
5.27675,550
5.28156,557
5.28637,662
5.29118,680
5.296,727
5.30081,787
5.30562,841
5.31043,932
5.31524,957
5.32005,1058
5.32486,1057
5.32967,1188
5.33448,1239
5.33929,1320
5.3441,1343
5.34891,1358
5.35372,1432
5.35853,1436
5.36335,1571
5.36816,1545
5.37297,1592
5.37778,1620
5.38259,1661
5.3874,1695
5.39221,1661
5.39702,1612
5.40183,1758
5.40664,1662
5.41145,1621
5.41626,1631
5.42107,1574
5.42589,1564
5.4307,1536
5.43551,1390
5.44032,1382
5.44513,1358
5.44994,1242
5.45475,1244
5.45956,1149
5.46437,1196
5.46918,993
5.47399,1056
5.4788,892
5.48361,930
5.48842,827
5.49324,712
5.49805,701
5.50286,639
5.50767,601
5.51248,546
5.51729,504
5.5221,469
5.52691,446
5.53172,389
5.53653,359
5.54134,312
5.54615,288
5.55096,286
5.55578,259
5.56059,223
5.5654,210
5.57021,210
5.57502,173
5.57983,204
5.58464,177
5.58945,147
5.59426,137
5.59907,142
5.60388,117
5.60869,123
5.6135,99
5.61832,116
5.62313,122
5.62794,91
5.63275,134
5.63756,97
5.64237,109
5.64718,113
5.65199,103
5.6568,110
5.66161,110
5.66642,117
5.67123,121
5.67604,122
5.68085,120
5.68567,114
5.69048,92
5.69529,116
5.7001,99
5.70491,128
5.70972,126
5.71453,100
5.71934,111
5.72415,112
5.72896,117
5.73377,115
5.73858,102
5.74339,91
5.74821,122
5.75302,103
5.75783,114
5.76264,129
5.76745,127
5.77226,101
5.77707,107
5.78188,108
5.78669,135
5.7915,117
5.79631,115
5.80112,136
5.80593,154
5.81074,143
5.81556,168
5.82037,172
5.82518,174
5.82999,162
5.8348,175
5.83961,176
5.84442,204
5.84923,201
5.85404,240
5.85885,230
5.86366,235
5.86847,267
5.87328,270
5.8781,310
5.88291,271
5.88772,319
5.89253,281
5.89734,301
5.90215,299
5.90696,289
5.91177,342
5.91658,310
5.92139,361
5.9262,339
5.93101,327
5.93582,298
5.94063,315
5.94545,282
5.95026,290
5.95507,313
5.95988,299
5.96469,276
5.9695,264
5.97431,289
5.97912,257
5.98393,260
5.98874,226
5.99355,243
5.99836,256
6.00317,240
6.00799,195
6.0128,205
6.01761,208
6.02242,192
6.02723,158
6.03204,177
6.03685,142
6.04166,179
6.04647,156
6.05128,169
6.05609,136
6.0609,121
6.06571,127
6.07053,121
6.07534,121
6.08015,100
6.08496,96
6.08977,120
6.09458,116
6.09939,114
6.1042,115
6.10901,105
6.11382,123
6.11863,135
6.12344,112
6.12825,120
6.13306,118
6.13788,105
6.14269,92
6.1475,122
6.15231,110
6.15712,119
6.16193,116
6.16674,112
6.17155,116
6.17636,120
6.18117,131
6.18598,152
6.19079,160
6.1956,146
6.20042,147
6.20523,169
6.21004,200
6.21485,184
6.21966,173
6.22447,206
6.22928,201
6.23409,248
6.2389,266
6.24371,271
6.24852,318
6.25333,356
6.25814,401
6.26295,401
6.26777,477
6.27258,476
6.27739,554
6.2822,596
6.28701,631
6.29182,669
6.29663,716
6.30144,728
6.30625,856
6.31106,862
6.31587,832
6.32068,974
6.32549,1053
6.33031,1097
6.33512,1130
6.33993,1234
6.34474,1181
6.34955,1267
6.35436,1318
6.35917,1302
6.36398,1371
6.36879,1390
6.3736,1477
6.37841,1423
6.38322,1448
6.38803,1467
6.39285,1406
6.39766,1468
6.40247,1440
6.40728,1399
6.41209,1329
6.4169,1350
6.42171,1207
6.42652,1280
6.43133,1276
6.43614,1158
6.44095,1017
6.44576,1045
6.45057,931
6.45538,961
6.4602,831
6.46501,810
6.46982,747
6.47463,726
6.47944,629
6.48425,605
6.48906,551
6.49387,560
6.49868,475
6.50349,445
6.5083,381
6.51311,365
6.51792,309
6.52274,312
6.52755,293
6.53236,240
6.53717,264
6.54198,226
6.54679,185
6.5516,201
6.55641,181
6.56122,176
6.56603,161
6.57084,148
6.57565,145
6.58046,139
6.58527,137
6.59009,104
6.5949,110
6.59971,121
6.60452,104
6.60933,121
6.61414,140
6.61895,100
6.62376,101
6.62857,108
6.63338,117
6.63819,123
6.643,118
6.64781,124
6.65263,129
6.65744,98
6.66225,88
6.66706,105
6.67187,117
6.67668,98
6.68149,92
6.6863,109
6.69111,106
6.69592,93
6.70073,113
6.70554,92
6.71035,106
6.71516,104
6.71998,102
6.72479,99
6.7296,105
6.73441,95
6.73922,103
6.74403,96
6.74884,109
6.75365,100
6.75846,101
6.76327,112
6.76808,111
6.77289,89
6.7777,103
6.78252,107
6.78733,103
6.79214,109
6.79695,104
6.80176,106
6.80657,98
6.81138,110
6.81619,108
6.821,115
6.82581,113
6.83062,106
6.83543,97
6.84024,123
6.84506,98
6.84987,126
6.85468,94
6.85949,107
6.8643,103
6.86911,112
6.87392,125
6.87873,141
6.88354,116
6.88835,108
6.89316,125
6.89797,114
6.90278,139
6.90759,143
6.91241,122
6.91722,142
6.92203,147
6.92684,164
6.93165,147
6.93646,180
6.94127,160
6.94608,170
6.95089,207
6.9557,218
6.96051,209
6.96532,215
6.97013,245
6.97495,228
6.97976,247
6.98457,247
6.98938,255
6.99419,260
6.999,267
7.00381,261
7.00862,251
7.01343,297
7.01824,298
7.02305,295
7.02786,298
7.03267,336
7.03748,274
7.0423,315
7.04711,265
7.05192,314
7.05673,295
7.06154,304
7.06635,262
7.07116,281
7.07597,272
7.08078,238
7.08559,278
7.0904,273
7.09521,260
7.10002,222
7.10484,209
7.10965,238
7.11446,212
7.11927,182
7.12408,195
7.12889,169
7.1337,163
7.13851,181
7.14332,164
7.14813,184
7.15294,157
7.15775,155
7.16256,169
7.16737,113
7.17219,136
7.177,152
7.18181,152
7.18662,114
7.19143,145
7.19624,118
7.20105,110
7.20586,135
7.21067,127
7.21548,117
7.22029,140
7.2251,134
7.22991,122
7.23473,117
7.23954,153
7.24435,179
7.24916,139
7.25397,148
7.25878,155
7.26359,178
7.2684,200
7.27321,235
7.27802,210
7.28283,276
7.28764,240
7.29245,317
7.29727,370
7.30208,354
7.30689,397
7.3117,434
7.31651,470
7.32132,478
7.32613,574
7.33094,604
7.33575,644
7.34056,714
7.34537,765
7.35018,898
7.35499,959
7.3598,949
7.36462,1122
7.36943,1132
7.37424,1176
7.37905,1344
7.38386,1365
7.38867,1530
7.39348,1520
7.39829,1678
7.4031,1645
7.40791,1864
7.41272,1809
7.41753,1921
7.42234,1969
7.42716,2002
7.43197,2118
7.43678,2169
7.44159,2143
7.4464,2306
7.45121,2251
7.45602,2219
7.46083,2282
7.46564,2199
7.47045,2189
7.47526,2171
7.48007,2098
7.48488,2110
7.48969,2092
7.49451,2030
7.49932,1873
7.50413,1913
7.50894,1861
7.51375,1804
7.51856,1603
7.52337,1610
7.52818,1503
7.53299,1405
7.5378,1366
7.54261,1322
7.54742,1221
7.55223,1098
7.55704,1038
7.56186,983
7.56667,872
7.57148,856
7.57629,789
7.5811,711
7.58591,621
7.59072,604
7.59553,579
7.60034,504
7.60515,451
7.60996,426
7.61477,367
7.61959,335
7.6244,291
7.62921,280
7.63402,262
7.63883,219
7.64364,202
7.64845,221
7.65326,183
7.65807,177
7.66288,148
7.66769,152
7.6725,163
7.67731,144
7.68212,141
7.68694,134
7.69175,119
7.69656,118
7.70137,144
7.70618,128
7.71099,122
7.7158,108
7.72061,114
7.72542,105
7.73023,99
7.73504,94
7.73985,90
7.74466,117
7.74948,115
7.75429,111
7.7591,107
7.76391,126
7.76872,136
7.77353,125
7.77834,110
7.78315,96
7.78796,108
7.79277,104
7.79758,93
7.80239,138
7.8072,98
7.81201,121
7.81683,99
7.82164,123
7.82645,123
7.83126,101
7.83607,97
7.84088,92
7.84569,107
7.8505,103
7.85531,101
7.86012,98
7.86493,116
7.86974,99
7.87455,108
7.87936,116
7.88418,97
7.88899,108
7.8938,112
7.89861,101
7.90342,105
7.90823,110
7.91304,94
7.91785,115
7.92266,114
7.92747,126
7.93228,117
7.93709,123
7.9419,102
7.94672,136
7.95153,104
7.95634,92
7.96115,110
7.96596,103
7.97077,94
7.97558,97
7.98039,123
7.9852,103
7.99001,87
7.99482,98
7.99963,95
8.00444,101
8.00926,109
8.01407,122
8.01888,110
8.02369,89
8.0285,109
8.03331,112
8.03812,115
8.04293,142
8.04774,139
8.05255,117
8.05736,116
8.06217,123
8.06698,136
8.07179,157
8.07661,140
8.08142,161
8.08623,147
8.09104,161
8.09585,173
8.10066,194
8.10547,192
8.11028,200
8.11509,184
8.1199,187
8.12471,208
8.12952,224
8.13433,245
8.13914,245
8.14396,252
8.14877,268
8.15358,254
8.15839,295
8.1632,289
8.16801,296
8.17282,360
8.17763,334
8.18244,321
8.18725,344
8.19206,365
8.19687,367
8.20168,422
8.2065,400
8.21131,367
8.21612,419
8.22093,397
8.22574,407
8.23055,444
8.23536,475
8.24017,467
8.24498,461
8.24979,430
8.2546,450
8.25941,490
8.26423,443
8.26904,430
8.27385,401
8.27866,423
8.28347,451
8.28828,420
8.29309,366
8.2979,383
8.30271,358
8.30752,350
8.31233,334
8.31714,305
8.32195,296
8.32676,299
8.33158,286
8.33639,290
8.3412,284
8.34601,250
8.35082,233
8.35563,250
8.36044,226
8.36525,215
8.37006,216
8.37487,185
8.37968,192
8.38449,176
8.3893,174
8.39411,165
8.39893,144
8.40374,176
8.40855,142
8.41336,143
8.41817,141
8.42298,145
8.42779,150
8.4326,130
8.43741,133
8.44222,143
8.44703,148
8.45184,128
8.45665,107
8.46146,101
8.46628,105
8.47109,112
8.4759,106
8.48071,105
8.48552,131
8.49033,112
8.49514,102
8.49995,102
8.50476,110
8.50957,104
8.51438,126
8.51919,103
8.524,126
8.52882,100
8.53363,98
8.53844,109
8.54325,131
8.54806,100
8.55287,111
8.55768,126
8.56249,106
8.5673,103
8.57211,91
8.57692,113
8.58173,92
8.58654,103
8.59136,113
8.59617,103
8.60098,117
8.60579,100
8.6106,113
8.61541,111
8.62022,99
8.62503,104
8.62984,118
8.63465,115
8.63946,112
8.64427,121
8.64908,104
8.6539,112
8.65871,102
8.66352,110
8.66833,118
8.67314,116
8.67795,112
8.68276,112
8.68757,98
8.69238,104
8.69719,109
8.702,97
8.70681,103
8.71162,82
8.71643,118
8.72125,103
8.72606,97
8.73087,126
8.73568,97
8.74049,101
8.7453,102
8.75011,126
8.75492,88
8.75973,107
8.76454,118
8.76935,83
8.77416,104
8.77897,94
8.78378,89
8.7886,104
8.79341,113
8.79822,115
8.80303,97
8.80784,123
8.81265,106
8.81746,99
8.82227,131
8.82708,107
8.83189,91
8.8367,124
8.84151,110
8.84632,104
8.85114,109
8.85595,107
8.86076,111
8.86557,99
8.87038,84
8.87519,120
8.88,95
8.88481,102
8.88962,119
8.89443,113
8.89924,100
8.90405,97
8.90886,113
8.91368,106
8.91849,108
8.9233,103
8.92811,120
8.93292,93
8.93773,115
8.94254,104
8.94735,114
8.95216,104
8.95697,116
8.96178,117
8.96659,114
8.9714,125
8.97622,113
8.98103,108
8.98584,117
8.99065,93
8.99546,99
9.00027,112
9.00508,93
9.00989,119
9.0147,110
9.01951,107
9.02432,113
9.02913,105
9.03394,118
9.03875,111
9.04357,97
9.04838,116
9.05319,114
9.058,114
9.06281,95
9.06762,104
9.07243,114
9.07724,103
9.08205,121
9.08686,117
9.09167,107
9.09648,104
9.10129,119
9.1061,114
9.11092,110
9.11573,108
9.12054,124
9.12535,117
9.13016,101
9.13497,106
9.13978,114
9.14459,106
9.1494,98
9.15421,115
9.15902,99
9.16383,110
9.16864,112
9.17346,109
9.17827,117
9.18308,101
9.18789,112
9.1927,113
9.19751,98
9.20232,103
9.20713,119
9.21194,109
9.21675,101
9.22156,121
9.22637,103
9.23118,116
9.236,116
9.24081,118
9.24562,106
9.25043,102
9.25524,97
9.26005,106
9.26486,111
9.26967,100
9.27448,115
9.27929,117
9.2841,109
9.28891,115
9.29372,103
9.29853,112
9.30335,135
9.30816,90
9.31297,96
9.31778,113
9.32259,106
9.3274,95
9.33221,97
9.33702,117
9.34183,115
9.34664,108
9.35145,119
9.35626,113
9.36107,108
9.36588,116
9.3707,105
9.37551,112
9.38032,111
9.38513,108
9.38994,106
9.39475,116
9.39956,118
9.40437,122
9.40918,113
9.41399,106
9.4188,128
9.42361,97
9.42842,128
9.43324,105
9.43805,99
9.44286,109
9.44767,116
9.45248,108
9.45729,118
9.4621,98
9.46691,113
9.47172,118
9.47653,118
9.48134,106
9.48615,109
9.49096,99
9.49578,112
9.50059,111
9.5054,106
9.51021,114
9.51502,92
9.51983,121
9.52464,114
9.52945,113
9.53426,112
9.53907,112
9.54388,105
9.54869,116
9.5535,123
9.55832,112
9.56313,106
9.56794,117
9.57275,127
9.57756,125
9.58237,125
9.58718,99
9.59199,125
9.5968,117
9.60161,104
9.60642,102
9.61123,90
9.61604,121
9.62085,116
9.62567,103
9.63048,113
9.63529,102
9.6401,109
9.64491,117
9.64972,112
9.65453,119
9.65934,111
9.66415,127
9.66896,114
9.67377,108
9.67858,106
9.68339,101
9.6882,117
9.69302,105
9.69783,102
9.70264,101
9.70745,106
9.71226,111
9.71707,111
9.72188,121
9.72669,102
9.7315,100
9.73631,103
9.74112,135
9.74593,110
9.75074,110
9.75556,96
9.76037,111
9.76518,109
9.76999,115
9.7748,102
9.77961,128
9.78442,123
9.78923,113
9.79404,101
9.79885,108
9.80366,118
9.80847,102
9.81328,101
9.8181,119
9.82291,108
9.82772,122
9.83253,122
9.83734,118
9.84215,107
9.84696,101
9.85177,98
9.85658,115
9.86139,101
9.8662,110
9.87101,126
9.87582,115
9.88064,106
9.88545,111
9.89026,111
9.89507,117
9.89988,96
9.90469,92
9.9095,124
9.91431,131
9.91912,114
9.92393,128
9.92874,118
9.93355,105
9.93836,120
9.94317,112
9.94799,123
9.9528,108
9.95761,108
9.96242,107
9.96723,94
9.97204,96
9.97685,109
9.98166,129
9.98647,104
9.99128,126
9.99609,103
10.0009,129
10.0057,124
10.0105,107
10.0153,111
10.0201,121
10.025,120
10.0298,120
10.0346,100
10.0394,116
10.0442,113
10.049,102
10.0538,114
10.0586,123
10.0634,105
10.0683,126
10.0731,114
10.0779,115
10.0827,97
10.0875,115
10.0923,111
10.0971,121
10.1019,112
10.1067,111
10.1116,133
10.1164,120
10.1212,108
10.126,126
10.1308,122
10.1356,117
10.1404,100
10.1452,94
10.15,120
10.1548,120
10.1597,111
10.1645,128
10.1693,107
10.1741,123
10.1789,117
10.1837,104
10.1885,116
10.1933,107
10.1981,106
10.203,118
10.2078,130
10.2126,129
10.2174,136
10.2222,115
10.227,111
10.2318,126
10.2366,120
10.2414,98
10.2463,104
10.2511,100
10.2559,115
10.2607,112
10.2655,112
10.2703,115
10.2751,146
10.2799,98
10.2847,87
10.2895,105
10.2944,103
10.2992,111
10.304,123
10.3088,115
10.3136,112
10.3184,118
10.3232,104
10.328,119
10.3328,119
10.3377,110
10.3425,109
10.3473,124
10.3521,114
10.3569,98
10.3617,94
10.3665,119
10.3713,114
10.3761,106
10.381,105
10.3858,117
10.3906,120
10.3954,109
10.4002,97
10.405,110
10.4098,116
10.4146,88
10.4194,110
10.4242,128
10.4291,134
10.4339,101
10.4387,106
10.4435,106
10.4483,95
10.4531,105
10.4579,110
10.4627,127
10.4675,122
10.4724,114
10.4772,138
10.482,114
10.4868,130
10.4916,112
10.4964,101
10.5012,116
10.506,102
10.5108,124
10.5157,96
10.5205,100
10.5253,88
10.5301,122
10.5349,116
10.5397,117
10.5445,122
10.5493,118
10.5541,102
10.5589,111
